_id,session,run,meanScore,maxScore,alpha,gamma,exploreRate,batchSize,bufferSize
647d43127c9f21da126929aa,3,47,19.23404255319149,43,0.01,0.9,90.0,40,10000
647d43127c9f21da126929ab,3,48,19.354166666666668,43,0.01,0.9,90.0,40,10000
647d43127c9f21da126929ac,3,49,19.26530612244898,43,0.01,0.9,90.0,40,10000
647d43127c9f21da126929ad,3,50,19.3,43,0.01,0.9,90.0,40,10000
647d43127c9f21da126929ae,3,51,19.862745098039216,48,0.01,0.9,90.0,40,10000
647d43127c9f21da126929af,3,52,19.78846153846154,48,0.01,0.9,90.0,40,10000
647d43127c9f21da126929b0,3,53,19.660377358490567,48,0.01,0.9,90.0,40,10000
647d43127c9f21da126929b1,3,54,19.61111111111111,48,0.01,0.9,90.0,40,10000
647d43127c9f21da126929b2,3,55,20.2,52,0.01,0.9,90.0,40,10000
647d43127c9f21da126929b3,3,56,20.553571428571427,52,0.01,0.9,90.0,40,10000
647d43127c9f21da126929b4,3,57,20.68421052631579,52,0.01,0.9,90.0,40,10000
647d43127c9f21da126929b5,3,58,20.56896551724138,52,0.01,0.9,90.0,40,10000
647d43127c9f21da126929b6,3,59,20.440677966101696,52,0.01,0.9,90.0,40,10000
647d43127c9f21da126929b7,3,60,20.416666666666668,52,0.01,0.9,90.0,40,10000
647d43127c9f21da126929b8,3,61,20.311475409836067,52,0.01,0.9,90.0,40,10000
647d43127c9f21da126929b9,3,62,20.322580645161292,52,0.01,0.9,90.0,40,10000
647d43127c9f21da126929ba,3,63,20.238095238095237,52,0.01,0.9,90.0,40,10000
647d43127c9f21da126929bb,3,64,20.5,52,0.01,0.9,90.0,40,10000
647d43127c9f21da126929bc,3,65,20.353846153846153,52,0.01,0.9,90.0,40,10000
647d43127c9f21da126929bd,3,66,20.848484848484848,53,0.01,0.9,90.0,40,10000
647d43127c9f21da126929be,3,67,20.71641791044776,53,0.01,0.9,90.0,40,10000
647d43127c9f21da126929bf,3,68,20.602941176470587,53,0.01,0.9,90.0,40,10000
647d43127c9f21da126929c0,3,69,20.52173913043478,53,0.01,0.9,90.0,40,10000
647d43127c9f21da126929c1,3,70,20.614285714285714,53,0.01,0.9,90.0,40,10000
647d43127c9f21da126929c2,3,71,21.12676056338028,57,0.01,0.9,90.0,40,10000
647d43127c9f21da126929c3,3,72,21.444444444444443,57,0.01,0.9,90.0,40,10000
647d43127c9f21da126929c4,3,73,21.383561643835616,57,0.01,0.9,90.0,40,10000
647d43127c9f21da126929c5,3,74,21.256756756756758,57,0.01,0.9,90.0,40,10000
647d43127c9f21da126929c6,3,75,21.253333333333334,57,0.01,0.9,90.0,40,10000
647d43127c9f21da126929c7,3,76,21.513157894736842,57,0.01,0.9,90.0,40,10000
647d43127c9f21da126929c8,3,77,21.415584415584416,57,0.01,0.9,90.0,40,10000
647d43127c9f21da126929c9,3,78,21.371794871794872,57,0.01,0.9,90.0,40,10000
647d43127c9f21da126929ca,3,79,21.39240506329114,57,0.01,0.9,90.0,40,10000
647d43127c9f21da126929cb,3,80,21.6,57,0.01,0.9,90.0,40,10000
647d43127c9f21da126929cc,3,81,21.580246913580247,57,0.01,0.9,90.0,40,10000
647d43127c9f21da126929cd,3,82,21.48780487804878,57,0.01,0.9,90.0,40,10000
647d43127c9f21da126929ce,3,83,21.433734939759034,57,0.01,0.9,90.0,40,10000
647d43127c9f21da126929cf,3,84,21.666666666666668,57,0.01,0.9,90.0,40,10000
647d43127c9f21da126929d0,3,85,21.705882352941178,57,0.01,0.9,90.0,40,10000
647d43127c9f21da126929d1,3,86,21.732558139534884,57,0.01,0.9,90.0,40,10000
647d43127c9f21da126929d2,3,87,21.666666666666668,57,0.01,0.9,90.0,40,10000
647d43127c9f21da126929d3,3,88,21.727272727272727,57,0.01,0.9,90.0,40,10000
647d43127c9f21da126929d4,3,89,21.617977528089888,57,0.01,0.9,90.0,40,10000
647d43127c9f21da126929d5,3,90,22.58888888888889,109,0.01,0.9,90.0,40,10000
647d43127c9f21da126929d6,3,91,22.47252747252747,109,0.01,0.9,90.0,40,10000
647d43127c9f21da126929d7,3,92,22.41304347826087,109,0.01,0.9,90.0,40,10000
647d43127c9f21da126929d8,3,93,22.548387096774192,109,0.01,0.9,90.0,40,10000
647d43127c9f21da126929d9,3,94,22.5,109,0.01,0.9,90.0,40,10000
647d43127c9f21da126929da,3,95,22.473684210526315,109,0.01,0.9,90.0,40,10000
647d43127c9f21da126929db,3,96,22.4375,109,0.01,0.9,90.0,40,10000
647d43127c9f21da126929dc,3,97,22.391752577319586,109,0.01,0.9,90.0,40,10000
647d43127c9f21da126929dd,3,98,22.53061224489796,109,0.01,0.9,90.0,40,10000
647d43127c9f21da126929de,3,99,22.404040404040405,109,0.01,0.9,90.0,40,10000
647d43127c9f21da126929df,3,100,22.29,109,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0ad,4,1,10,10,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0ae,4,2,12,14,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0af,4,3,13.666666666666666,17,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0b0,4,4,16,23,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0b1,4,5,18.8,30,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0b2,4,6,19.5,30,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0b3,4,7,18.428571428571427,30,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0b4,4,8,18.25,30,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0b5,4,9,18.88888888888889,30,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0b6,4,10,20.7,37,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0b7,4,11,22.727272727272727,43,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0b8,4,12,21.833333333333332,43,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0b9,4,13,22.46153846153846,43,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0ba,4,14,21.785714285714285,43,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0bb,4,15,21.2,43,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0bc,4,16,20.6875,43,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0bd,4,17,20.352941176470587,43,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0be,4,18,21.61111111111111,43,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0bf,4,19,21.736842105263158,43,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0c0,4,20,21.45,43,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0c1,4,21,21.476190476190474,43,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0c2,4,22,21.045454545454547,43,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0c3,4,23,20.82608695652174,43,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0c4,4,24,20.833333333333332,43,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0c5,4,25,20.52,43,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0c6,4,26,20.307692307692307,43,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0c7,4,27,20.185185185185187,43,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0c8,4,28,21.142857142857142,47,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0c9,4,29,20.93103448275862,47,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0ca,4,30,20.833333333333332,47,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0cb,4,31,20.580645161290324,47,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0cc,4,32,20.3125,47,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0cd,4,33,20.484848484848484,47,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0ce,4,34,21.41176470588235,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0cf,4,35,21.2,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0d0,4,36,21.305555555555557,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0d1,4,37,21.027027027027028,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0d2,4,38,20.842105263157894,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0d3,4,39,21.358974358974358,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0d4,4,40,21.3,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0d5,4,41,21,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0d6,4,42,20.88095238095238,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0d7,4,43,20.767441860465116,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0d8,4,44,20.613636363636363,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0d9,4,45,20.666666666666668,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0da,4,46,20.47826086956522,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0db,4,47,20.361702127659573,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0dc,4,48,20.208333333333332,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0dd,4,49,20.163265306122447,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0de,4,50,20.32,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0df,4,51,20.176470588235293,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0e0,4,52,19.98076923076923,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0e1,4,53,19.88679245283019,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0e2,4,54,19.74074074074074,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0e3,4,55,19.854545454545455,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0e4,4,56,19.785714285714285,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0e5,4,57,19.894736842105264,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0e6,4,58,19.75862068965517,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0e7,4,59,19.593220338983052,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0e8,4,60,19.85,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0e9,4,61,19.868852459016395,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0ea,4,62,19.774193548387096,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0eb,4,63,19.666666666666668,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0ec,4,64,19.671875,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0ed,4,65,19.646153846153847,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0ee,4,66,19.772727272727273,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0ef,4,67,19.71641791044776,52,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0f0,4,68,20.205882352941178,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0f1,4,69,20.231884057971016,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0f2,4,70,20.15714285714286,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0f3,4,71,20.35211267605634,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0f4,4,72,20.72222222222222,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0f5,4,73,20.65753424657534,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0f6,4,74,20.83783783783784,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0f7,4,75,20.8,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0f8,4,76,20.710526315789473,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0f9,4,77,20.7012987012987,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0fa,4,78,21.03846153846154,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0fb,4,79,21.29113924050633,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0fc,4,80,21.15,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0fd,4,81,21.506172839506174,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0fe,4,82,21.353658536585368,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc0ff,4,83,21.253012048192772,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc100,4,84,21.452380952380953,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc101,4,85,21.564705882352943,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc102,4,86,21.5,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc103,4,87,21.436781609195403,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc104,4,88,21.397727272727273,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc105,4,89,21.730337078651687,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc106,4,90,21.655555555555555,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc107,4,91,21.604395604395606,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc108,4,92,21.858695652173914,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc109,4,93,21.774193548387096,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc10a,4,94,21.70212765957447,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc10b,4,95,21.621052631578948,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc10c,4,96,21.53125,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc10d,4,97,21.68041237113402,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc10e,4,98,21.8265306122449,53,0.01,0.9,90.0,40,10000
647d4451198c3336b7fcc10f,4,99,21.87878787878788,53,0.01,0.9,90.0,40,10000
647d4452198c3336b7fcc110,4,100,21.83,53,0.01,0.9,90.0,40,10000
647d6993d7cd68e7e47b7791,5,1,35,35,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b7792,5,2,23,35,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b7793,5,3,23,35,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b7794,5,4,24,35,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b7795,5,5,22.8,35,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b7796,5,6,21.833333333333332,35,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b7797,5,7,21.142857142857142,35,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b7798,5,8,22.5,35,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b7799,5,9,23.333333333333332,35,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b779a,5,10,23.3,35,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b779b,5,11,22.181818181818183,35,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b779c,5,12,21.583333333333332,35,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b779d,5,13,20.846153846153847,35,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b779e,5,14,21.5,35,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b779f,5,15,21.866666666666667,35,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77a0,5,16,21.25,35,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77a1,5,17,20.647058823529413,35,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77a2,5,18,21.72222222222222,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77a3,5,19,21.42105263157895,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77a4,5,20,20.95,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77a5,5,21,20.666666666666668,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77a6,5,22,20.181818181818183,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77a7,5,23,19.91304347826087,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77a8,5,24,19.666666666666668,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77a9,5,25,19.24,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77aa,5,26,18.96153846153846,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77ab,5,27,18.703703703703702,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77ac,5,28,19.107142857142858,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77ad,5,29,19.03448275862069,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77ae,5,30,18.966666666666665,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77af,5,31,18.838709677419356,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77b0,5,32,18.6875,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77b1,5,33,18.606060606060606,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77b2,5,34,18.441176470588236,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77b3,5,35,18.714285714285715,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77b4,5,36,18.47222222222222,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77b5,5,37,18.486486486486488,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77b6,5,38,18.57894736842105,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77b7,5,39,18.692307692307693,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77b8,5,40,19.175,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77b9,5,41,19.073170731707318,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77ba,5,42,18.928571428571427,40,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77bb,5,43,20,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77bc,5,44,19.886363636363637,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77bd,5,45,19.866666666666667,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77be,5,46,19.630434782608695,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77bf,5,47,19.46808510638298,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77c0,5,48,19.291666666666668,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77c1,5,49,19.183673469387756,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77c2,5,50,19.02,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77c3,5,51,18.901960784313726,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77c4,5,52,18.826923076923077,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77c5,5,53,18.71698113207547,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77c6,5,54,18.59259259259259,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77c7,5,55,18.509090909090908,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77c8,5,56,18.392857142857142,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77c9,5,57,18.24561403508772,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77ca,5,58,18.517241379310345,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77cb,5,59,18.576271186440678,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77cc,5,60,18.4,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77cd,5,61,18.639344262295083,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77ce,5,62,18.532258064516128,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77cf,5,63,18.952380952380953,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77d0,5,64,18.828125,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77d1,5,65,18.70769230769231,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77d2,5,66,18.727272727272727,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77d3,5,67,18.65671641791045,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77d4,5,68,18.691176470588236,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77d5,5,69,18.608695652173914,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77d6,5,70,18.8,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77d7,5,71,18.95774647887324,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77d8,5,72,19.083333333333332,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77d9,5,73,18.958904109589042,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77da,5,74,18.93243243243243,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77db,5,75,18.893333333333334,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77dc,5,76,18.82894736842105,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77dd,5,77,18.727272727272727,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77de,5,78,18.653846153846153,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77df,5,79,18.556962025316455,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77e0,5,80,18.5,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77e1,5,81,18.839506172839506,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77e2,5,82,18.79268292682927,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77e3,5,83,19.240963855421686,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77e4,5,84,19.297619047619047,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77e5,5,85,19.270588235294117,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77e6,5,86,19.22093023255814,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77e7,5,87,19.149425287356323,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77e8,5,88,19.147727272727273,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77e9,5,89,19.370786516853933,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77ea,5,90,19.3,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77eb,5,91,19.318681318681318,65,0.01,0.8,70.0,40,10000
647d6993d7cd68e7e47b77ec,5,92,19.293478260869566,65,0.01,0.8,70.0,40,10000
